"","production_year","country_of_origin","mileage","aso_serviced","power","title","color","brand","metallic","price","first_registration","version","location","collision_free","model","type","fuel_type","lat","lon"
"403",2004,"Poland",181000,"Tak","110 KM","Toyota Corolla 1.6 16V Salon Polska II.WL Klimatyzacja","Bordowy","Toyota","Tak",15950,"lipiec 2004","Seria E12 (2001-2007)","Modlinska 157 - 03-186 Warszawa, Bialoleka","Tak","Corolla","Kombi","Benzyna",52.3166134,20.9743264
"404",2003,"Poland",132105,"Tak","97 KM","Toyota Corolla Bezwypadkowa - Salon Polska - 2gi Wlasciciel - Zadbana - OKAZJA ! ! !","Srebrny","Toyota","Tak",14990,"sierpien 2003","Seria E12 (2001-2007)","Przezmierowo","Tak","Corolla","Hatchback","Benzyna",52.4270947,16.7860857
"405",2004,"Belgium",215000,"","90 KM","Toyota Corolla E12 Facelift 1.4 D-4D / prywatne","Czarny","Toyota","",16000,"grudzien 2004","Seria E12 (2001-2007)","Starachowice","Tak","Corolla","Hatchback","Diesel",51.0368289,21.0709769
"406",2004,"Poland",176124,"Tak","116 KM","Toyota Corolla Zadbany, salon Polska,stan BDB, bezwypadkowy","Bordowy","Toyota","Tak",18990,"pazdziernik 2004","Seria E12 (2001-2007)","Lask","Tak","Corolla","Sedan/Limuzyna","Diesel",51.5906364,19.1327882
"407",2004,"",245000,"","116 KM","Toyota Corolla","Niebieski","Toyota","",12900,"","Seria E12 (2001-2007)","Lublin","Tak","Corolla","Kombi","Diesel",51.2464536,22.5684463
"408",2001,"Germany",296000,"","90 KM","Toyota Corolla toyota corolla","Srebrny","Toyota","",5900,"luty 2001","Seria E11 (1997-2002)","Szczytna","","Corolla","Hatchback","Diesel",50.41339,16.44742
"409",2001,"",250000,"","90 KM","Toyota Corolla 2.0 d4d 2001r klima elektryka webasto","Czerwony","Toyota","Tak",5600,"","Seria E11 (1997-2002)","NOWE GRUDZE 27A - 99-420 Lyszkowice, lowicki, Lódzkie","","Corolla","Hatchback","Diesel",52.039221,19.889647
"410",1998,"",250000,"","","Toyota Corolla 1.4 lpg kombi","Czarny","Toyota","",4200,"","Seria E11 (1997-2002)","NOWE GRUDZE 27A - 99-420 Lyszkowice, lowicki, Lódzkie","","Corolla","Kombi","Benzyna+LPG",52.039221,19.889647
"411",2003,"",190000,"","","Toyota Corolla 1.4 vvti gaz lpg klimatyzacja","Czarny","Toyota","",11500,"","Seria E12 (2001-2007)","NOWE GRUDZE 27A - 99-420 Lyszkowice, lowicki, Lódzkie","","Corolla","Kombi","Benzyna+LPG",52.039221,19.889647
"412",1997,"Poland",213400,"Tak","114 KM","Toyota Corolla 1,6i +gaz 1997/8r sekwencja salon polski","Fioletowy","Toyota","Tak",6900,"pazdziernik 1997","Seria E11 (1997-2002)","ul.NAKIELSKA 27 - 85-219 Bydgoszcz, Kujawsko-pomorskie","Tak","Corolla","Sedan/Limuzyna","Benzyna+LPG",53.1261775,17.978284
"413",2003,"Germany",1,"Tak","115 KM","Toyota Corolla Gwarancja Raty Zamiana","Srebrny","Toyota","Tak",14900,"","Seria E12 (2001-2007)","Krzywizna, Plac Przy Drodze Krajowej nr 11. - 46-211 Krzywizna, kluczborski, Opolskie","Tak","Corolla","Hatchback","Diesel",51.0227263,18.2303939
"414",2005,"Germany",134000,"","110 KM","Toyota Corolla 1.6 VVTI 110Ps Sol*Klimatronik*Zadbana*Super Stan","Niebieski","Toyota","Tak",19700,"","Seria E12 (2001-2007)","ul. Lapiguz 82 - 21-400 Luków, lukowski, Lubelskie","Tak","Corolla","Hatchback","Benzyna",51.9246902,22.3510668
"415",2003,"Poland",270000,"","97 KM","Toyota Corolla 1,4 benzyna , E12 , 2003 , Swidnica , ciezarowy","Niebieski","Toyota","",8000,"luty 2003","Seria E12 (2001-2007)","Swidnica","Tak","Corolla","Kombi","Benzyna",50.8498434,16.475679
"416",2004,"Poland",155000,"Tak","110 KM","Toyota Corolla 1,6 benzyna, climatronic, pierwszy wlasciciel","Srebrny","Toyota","Tak",15900,"maj 2004","Seria E12 (2001-2007)","Poznan","Tak","Corolla","Hatchback","Benzyna",52.406374,16.9251681
"417",2005,"Poland",119292,"Tak","90 KM","Toyota Corolla Okazja, bezwypadkowy, garazowany, udokumentowany przebieg w ASO,","Zloty","Toyota","Tak",19999,"kwiecien 2005","Seria E12 (2001-2007)","Dabrowa Górnicza","Tak","Corolla","Hatchback","Diesel",50.3216897,19.1949126
"418",2004,"",198000,"","116 KM","Toyota Corolla 2.0 D-4D CLiMATRONiC <U+206F><U+206F>","Czarny","Toyota","Tak",10000,"","Seria E12 (2001-2007)","Zarzecze ul. Blok 14 - 32-340 Wolbrom, olkuski, Malopolskie","","Corolla","Kombi","Diesel",50.3573899,19.693932
"419",1999,"Poland",141537,"Tak","110 KM","Toyota Corolla Kombi 1.6 110KM, 141,5 tys. km, Klima, ABS, 1999r., salon Polska","Srebrny","Toyota","Tak",7500,"","Seria E11 (1997-2002)","Torun","Tak","Corolla","Kombi","Benzyna",53.0137902,18.5984437
"420",2002,"Wlochy",202000,"","192 KM","Toyota Corolla 192 KM T-Sport VVTL-i Skóra Wloch","Inny kolor","Toyota","Tak",11500,"lipiec 2002","Seria E12 (2001-2007)","Nowy Sacz","","Corolla","Hatchback","Benzyna",49.6174535,20.7153326
